R,C,A,B,C,D,x,y,Readings
2,19,0,0,0,0,0,0,16
2,19,0,0,0,0,0,0,17
2,19,0,0,0,0,0,0,18
2,19,0,0,0,0,0,0,19
2,19,0,0,0,0,0,0,20
2,20,0,0,0,0,0,0,1
2,20,0,0,0,0,0,0,2
2,20,0,0,0,0,0,0,3
2,20,0,0,0,0,0,0,4
2,20,0,0,0,0,0,0,5
2,20,0,0,0,0,0,0,6
2,20,0,0,0,0,0,0,7
2,20,0,0,0,0,0,0,8
2,20,0,0,0,0,0,0,9
2,20,0,0,0,0,0,0,10
2,20,0,0,0,0,0,0,11
2,20,0,0,0,0,0,0,12
2,20,0,0,0,0,0,0,13
2,20,0,0,0,0,0,0,14
2,20,0,0,0,0,0,0,15
2,20,0,0,0,0,0,0,16
2,20,0,0,0,0,0,0,17
2,20,0,0,0,0,0,0,18
2,20,0,0,0,0,0,0,19
2,20,0,0,0,0,0,0,20
3,1,0,0,0,0,0,0,1
3,1,0,0,0,0,0,0,2
3,1,0,0,0,0,0,0,3
3,1,0,0,0,0,0,0,4
3,1,0,0,0,0,0,0,5
3,1,0,0,0,0,0,0,6
3,1,0,0,0,0,0,0,7
3,1,0,0,0,0,0,0,8
3,1,0,0,0,0,0,0,9
3,1,0,0,0,0,0,0,10
3,1,0,0,0,0,0,0,11
3,1,0,0,0,0,0,0,12
3,1,0,0,0,0,0,0,13
3,1,0,0,0,0,0,0,14
3,1,0,0,0,0,0,0,15
3,1,0,0,0,0,0,0,16
3,1,0,0,0,0,0,0,17
3,1,0,0,0,0,0,0,18
3,1,0,0,0,0,0,0,19
3,1,0,0,0,0,0,0,20
3,2,0,0,0,0,0,0,1
3,2,0,0,0,0,0,0,2
3,2,0,0,0,0,0,0,3
3,2,0,0,0,0,0,0,4
3,2,0,0,0,0,0,0,5
3,2,0,0,0,0,0,0,6
3,2,0,0,0,0,0,0,7
3,2,0,0,0,0,0,0,8
3,2,0,0,0,0,0,0,9
3,2,0,0,0,0,0,0,10
3,2,0,0,0,0,0,0,11
3,2,0,0,0,0,0,0,12
3,2,0,0,0,0,0,0,13
3,2,0,0,0,0,0,0,14
3,2,0,0,0,0,0,0,15
3,2,0,0,0,0,0,0,16
3,2,0,0,0,0,0,0,17
3,2,0,0,0,0,0,0,18
3,2,0,0,0,0,0,0,19
3,2,0,0,0,0,0,0,20
3,3,0,0,0,0,0,0,1
3,3,0,0,0,0,0,0,2
3,3,0,0,0,0,0,0,3
3,3,0,0,0,0,0,0,4
3,3,0,0,0,0,0,0,5
3,3,0,0,0,0,0,0,6
3,3,0,0,0,0,0,0,7
3,3,0,0,0,0,0,0,8
3,3,0,0,0,0,0,0,9
3,3,0,0,0,0,0,0,10
3,3,0,0,0,0,0,0,11
3,3,0,0,0,0,0,0,12
3,3,0,0,0,0,0,0,13
3,3,0,0,0,0,0,0,14
3,3,0,0,0,0,0,0,15
3,3,0,0,0,0,0,0,16
3,3,0,0,0,0,0,0,17
3,3,0,0,0,0,0,0,18
3,3,0,0,0,0,0,0,19
3,3,0,0,0,0,0,0,20
3,4,0,0,0,0,0,0,1
3,4,0,0,0,0,0,0,2
3,4,0,0,0,0,0,0,3
3,4,0,0,0,0,0,0,4
3,4,0,0,0,0,0,0,5
3,4,0,0,0,0,0,0,6
3,4,0,0,0,0,0,0,7
3,4,0,0,0,0,0,0,8
3,4,0,0,0,0,0,0,9
3,4,0,0,0,0,0,0,10
3,4,0,0,0,0,0,0,11
3,4,0,0,0,0,0,0,12
3,4,0,0,0,0,0,0,13
3,4,0,0,0,0,0,0,14
3,4,0,0,0,0,0,0,15
3,4,0,0,0,0,0,0,16
3,4,0,0,0,0,0,0,17
3,4,0,0,0,0,0,0,18
3,4,0,0,0,0,0,0,19
3,4,0,0,0,0,0,0,20
3,5,0,0,0,0,0,0,1
3,5,0,0,0,0,0,0,2
3,5,0,0,0,0,0,0,3
3,5,0,0,0,0,0,0,4
3,5,0,0,0,0,0,0,5
3,5,0,0,0,0,0,0,6
3,5,0,0,0,0,0,0,7
3,5,0,0,0,0,0,0,8
3,5,0,0,0,0,0,0,9
3,5,0,0,0,0,0,0,10
3,5,0,0,0,0,0,0,11
3,5,0,0,0,0,0,0,12
3,5,0,0,0,0,0,0,13
3,5,0,0,0,0,0,0,14
3,5,0,0,0,0,0,0,15
3,5,0,0,0,0,0,0,16
3,5,0,0,0,0,0,0,17
3,5,0,0,0,0,0,0,18
3,5,0,0,0,0,0,0,19
3,5,0,0,0,0,0,0,20
3,6,0,0,0,0,0,0,1
3,6,0,0,0,0,0,0,2
3,6,0,0,0,0,0,0,3
3,6,0,0,0,0,0,0,4
3,6,0,0,0,0,0,0,5
3,6,0,0,0,0,0,0,6
3,6,0,0,0,0,0,0,7
3,6,0,0,0,0,0,0,8
3,6,0,0,0,0,0,0,9
3,6,0,0,0,0,0,0,10
3,6,0,0,0,0,0,0,11
3,6,0,0,0,0,0,0,12
3,6,0,0,0,0,0,0,13
3,6,0,0,0,0,0,0,14
3,6,0,0,0,0,0,0,15
3,6,0,0,0,0,0,0,16
3,6,0,0,0,0,0,0,17
3,6,0,0,0,0,0,0,18
3,6,0,0,0,0,0,0,19
3,6,0,0,0,0,0,0,20
3,7,0,0,0,0,0,0,1
3,7,0,0,0,0,0,0,2
3,7,0,0,0,0,0,0,3
3,7,0,0,0,0,0,0,4
3,7,0,0,0,0,0,0,5
3,7,0,0,0,0,0,0,6
3,7,0,0,0,0,0,0,7
3,7,0,0,0,0,0,0,8
3,7,0,0,0,0,0,0,9
3,7,0,0,0,0,0,0,10
3,7,0,0,0,0,0,0,11
3,7,0,0,0,0,0,0,12
3,7,0,0,0,0,0,0,13
3,7,0,0,0,0,0,0,14
3,7,0,0,0,0,0,0,15
3,7,0,0,0,0,0,0,16
3,7,0,0,0,0,0,0,17
3,7,0,0,0,0,0,0,18
3,7,0,0,0,0,0,0,19
3,7,0,0,0,0,0,0,20
3,8,0,0,0,0,0,0,1
3,8,0,0,0,0,0,0,2
3,8,0,0,0,0,0,0,3
3,8,0,0,0,0,0,0,4
3,8,0,0,0,0,0,0,5
3,8,0,0,0,0,0,0,6
3,8,0,0,0,0,0,0,7
3,8,0,0,0,0,0,0,8
3,8,0,0,0,0,0,0,9
3,8,0,0,0,0,0,0,10
3,8,0,0,0,0,0,0,11
3,8,0,0,0,0,0,0,12
3,8,0,0,0,0,0,0,13
3,8,0,0,0,0,0,0,14
3,8,0,0,0,0,0,0,15
3,8,0,0,0,0,0,0,16
3,8,0,0,0,0,0,0,17
3,8,0,0,0,0,0,0,18
3,8,0,0,0,0,0,0,19
3,8,0,0,0,0,0,0,20
3,9,0,0,0,0,0,0,1
3,9,0,0,0,0,0,0,2
3,9,0,0,0,0,0,0,3
3,9,0,0,0,0,0,0,4
3,9,0,0,0,0,0,0,5
3,9,0,0,0,0,0,0,6
3,9,0,0,0,0,0,0,7
3,9,0,0,0,0,0,0,8
3,9,0,0,0,0,0,0,9
3,9,0,0,0,0,0,0,10
3,9,0,0,0,0,0,0,11
3,9,0,0,0,0,0,0,12
3,9,0,0,0,0,0,0,13
3,9,0,0,0,0,0,0,14
3,9,0,0,0,0,0,0,15
3,9,0,0,0,0,0,0,16
3,9,0,0,0,0,0,0,17
3,9,0,0,0,0,0,0,18
3,9,0,0,0,0,0,0,19
3,9,0,0,0,0,0,0,20
3,10,0,0,0,0,0,0,1
3,10,0,0,0,0,0,0,2
3,10,0,0,0,0,0,0,3
3,10,0,0,0,0,0,0,4
3,10,0,0,0,0,0,0,5
3,10,0,0,0,0,0,0,6
3,10,0,0,0,0,0,0,7
3,10,0,0,0,0,0,0,8
3,10,0,0,0,0,0,0,9
3,10,0,0,0,0,0,0,10
3,10,0,0,0,0,0,0,11
3,10,0,0,0,0,0,0,12
3,10,0,0,0,0,0,0,13
3,10,0,0,0,0,0,0,14
3,10,0,0,0,0,0,0,15
3,10,0,0,0,0,0,0,16
3,10,0,0,0,0,0,0,17
3,10,0,0,0,0,0,0,18
3,10,0,0,0,0,0,0,19
3,10,0,0,0,0,0,0,20
3,11,0,0,0,0,0,0,1
3,11,0,0,0,0,0,0,2
3,11,0,0,0,0,0,0,3
3,11,0,0,0,0,0,0,4
3,11,0,0,0,0,0,0,5
3,11,0,0,0,0,0,0,6
3,11,0,0,0,0,0,0,7
3,11,0,0,0,0,0,0,8
3,11,0,0,0,0,0,0,9
3,11,0,0,0,0,0,0,10
3,11,0,0,0,0,0,0,11
3,11,0,0,0,0,0,0,12
3,11,0,0,0,0,0,0,13
3,11,0,0,0,0,0,0,14
3,11,0,0,0,0,0,0,15
3,11,0,0,0,0,0,0,16
3,11,0,0,0,0,0,0,17
3,11,0,0,0,0,0,0,18
3,11,0,0,0,0,0,0,19
3,11,0,0,0,0,0,0,20
3,12,0,0,0,0,0,0,1
3,12,0,0,0,0,0,0,2
3,12,0,0,0,0,0,0,3
3,12,0,0,0,0,0,0,4
3,12,0,0,0,0,0,0,5
3,12,0,0,0,0,0,0,6
3,12,0,0,0,0,0,0,7
3,12,0,0,0,0,0,0,8
3,12,0,0,0,0,0,0,9
3,12,0,0,0,0,0,0,10
3,12,0,0,0,0,0,0,11
3,12,0,0,0,0,0,0,12
3,12,0,0,0,0,0,0,13
3,12,0,0,0,0,0,0,14
3,12,0,0,0,0,0,0,15
3,12,0,0,0,0,0,0,16
3,12,0,0,0,0,0,0,17
3,12,0,0,0,0,0,0,18
3,12,0,0,0,0,0,0,19
3,12,0,0,0,0,0,0,20
3,13,0,0,0,0,0,0,1
3,13,0,0,0,0,0,0,2
3,13,0,0,0,0,0,0,3
3,13,0,0,0,0,0,0,4
3,13,0,0,0,0,0,0,5
3,13,0,0,0,0,0,0,6
3,13,0,0,0,0,0,0,7
3,13,0,0,0,0,0,0,8
3,13,0,0,0,0,0,0,9
3,13,0,0,0,0,0,0,10
3,13,0,0,0,0,0,0,11
3,13,0,0,0,0,0,0,12
3,13,0,0,0,0,0,0,13
3,13,0,0,0,0,0,0,14
3,13,0,0,0,0,0,0,15
3,13,0,0,0,0,0,0,16
3,13,0,0,0,0,0,0,17
3,13,0,0,0,0,0,0,18
3,13,0,0,0,0,0,0,19
3,13,0,0,0,0,0,0,20
3,14,0,0,0,0,0,0,1
3,14,0,0,0,0,0,0,2
3,14,0,0,0,0,0,0,3
3,14,0,0,0,0,0,0,4
3,14,0,0,0,0,0,0,5
3,14,0,0,0,0,0,0,6
3,14,0,0,0,0,0,0,7
3,14,0,0,0,0,0,0,8
3,14,0,0,0,0,0,0,9
3,14,0,0,0,0,0,0,10
3,14,0,0,0,0,0,0,11
3,14,0,0,0,0,0,0,12
3,14,0,0,0,0,0,0,13
3,14,0,0,0,0,0,0,14
3,14,0,0,0,0,0,0,15
3,14,0,0,0,0,0,0,16
3,14,0,0,0,0,0,0,17
3,14,0,0,0,0,0,0,18
3,14,0,0,0,0,0,0,19
3,14,0,0,0,0,0,0,20
3,15,0,0,0,0,0,0,1
3,15,0,0,0,0,0,0,2
3,15,0,0,0,0,0,0,3
3,15,0,0,0,0,0,0,4
3,15,0,0,0,0,0,0,5
3,15,0,0,0,0,0,0,6
3,15,0,0,0,0,0,0,7
3,15,0,0,0,0,0,0,8
3,15,0,0,0,0,0,0,9
3,15,0,0,0,0,0,0,10
3,15,0,0,0,0,0,0,11
3,15,0,0,0,0,0,0,12
3,15,0,0,0,0,0,0,13
3,15,0,0,0,0,0,0,14
3,15,0,0,0,0,0,0,15
3,15,0,0,0,0,0,0,16
3,15,0,0,0,0,0,0,17
3,15,0,0,0,0,0,0,18
3,15,0,0,0,0,0,0,19
3,15,0,0,0,0,0,0,20
3,16,0,0,0,0,0,0,1
3,16,0,0,0,0,0,0,2
3,16,0,0,0,0,0,0,3
3,16,0,0,0,0,0,0,4
3,16,0,0,0,0,0,0,5
3,16,0,0,0,0,0,0,6
3,16,0,0,0,0,0,0,7
3,16,0,0,0,0,0,0,8
3,16,0,0,0,0,0,0,9
3,16,0,0,0,0,0,0,10
3,16,0,0,0,0,0,0,11
3,16,0,0,0,0,0,0,12
3,16,0,0,0,0,0,0,13
3,16,0,0,0,0,0,0,14
3,16,0,0,0,0,0,0,15
3,16,0,0,0,0,0,0,16
3,16,0,0,0,0,0,0,17
3,16,0,0,0,0,0,0,18
3,16,0,0,0,0,0,0,19
3,16,0,0,0,0,0,0,20
3,17,0,0,0,0,0,0,1
3,17,0,0,0,0,0,0,2
3,17,0,0,0,0,0,0,3
3,17,0,0,0,0,0,0,4
3,17,0,0,0,0,0,0,5
3,17,0,0,0,0,0,0,6
3,17,0,0,0,0,0,0,7
3,17,0,0,0,0,0,0,8
3,17,0,0,0,0,0,0,9
3,17,0,0,0,0,0,0,10
3,17,0,0,0,0,0,0,11
3,17,0,0,0,0,0,0,12
3,17,0,0,0,0,0,0,13
3,17,0,0,0,0,0,0,14
3,17,0,0,0,0,0,0,15
3,17,0,0,0,0,0,0,16
3,17,0,0,0,0,0,0,17
3,17,0,0,0,0,0,0,18
3,17,0,0,0,0,0,0,19
3,17,0,0,0,0,0,0,20
3,18,0,0,0,0,0,0,1
3,18,0,0,0,0,0,0,2
3,18,0,0,0,0,0,0,3
3,18,0,0,0,0,0,0,4
3,18,0,0,0,0,0,0,5
3,18,0,0,0,0,0,0,6
3,18,0,0,0,0,0,0,7
3,18,0,0,0,0,0,0,8
3,18,0,0,0,0,0,0,9
3,18,0,0,0,0,0,0,10
3,18,0,0,0,0,0,0,11
3,18,0,0,0,0,0,0,12
3,18,0,0,0,0,0,0,13
3,18,0,0,0,0,0,0,14
3,18,0,0,0,0,0,0,15
3,18,0,0,0,0,0,0,16
3,18,0,0,0,0,0,0,17
3,18,0,0,0,0,0,0,18
3,18,0,0,0,0,0,0,19
3,18,0,0,0,0,0,0,20
3,19,0,0,0,0,0,0,1
3,19,0,0,0,0,0,0,2
3,19,0,0,0,0,0,0,3
3,19,0,0,0,0,0,0,4
3,19,0,0,0,0,0,0,5
3,19,0,0,0,0,0,0,6
3,19,0,0,0,0,0,0,7
3,19,0,0,0,0,0,0,8
3,19,0,0,0,0,0,0,9
3,19,0,0,0,0,0,0,10
3,19,0,0,0,0,0,0,11
3,19,0,0,0,0,0,0,12
3,19,0,0,0,0,0,0,13
3,19,0,0,0,0,0,0,14
3,19,0,0,0,0,0,0,15
3,19,0,0,0,0,0,0,16
3,19,0,0,0,0,0,0,17
3,19,0,0,0,0,0,0,18
3,19,0,0,0,0,0,0,19
3,19,0,0,0,0,0,0,20
3,20,0,0,0,0,0,0,1
3,20,0,0,0,0,0,0,2
3,20,0,0,0,0,0,0,3
3,20,0,0,0,0,0,0,4
3,20,0,0,0,0,0,0,5
3,20,0,0,0,0,0,0,6
3,20,0,0,0,0,0,0,7
3,20,0,0,0,0,0,0,8
3,20,0,0,0,0,0,0,9
3,20,0,0,0,0,0,0,10
3,20,0,0,0,0,0,0,11
3,20,0,0,0,0,0,0,12
3,20,0,0,0,0,0,0,13
3,20,0,0,0,0,0,0,14
3,20,0,0,0,0,0,0,15
3,20,0,0,0,0,0,0,16
3,20,0,0,0,0,0,0,17
3,20,0,0,0,0,0,0,18
3,20,0,0,0,0,0,0,19
3,20,0,0,0,0,0,0,20
4,1,0,0,0,0,0,0,1
4,1,0,0,0,0,0,0,2
4,1,0,0,0,0,0,0,3
4,1,0,0,0,0,0,0,4
4,1,0,0,0,0,0,0,5
4,1,0,0,0,0,0,0,6
4,1,0,0,0,0,0,0,7
4,1,0,0,0,0,0,0,8
4,1,0,0,0,0,0,0,9
4,1,0,0,0,0,0,0,10
4,1,0,0,0,0,0,0,11
4,1,0,0,0,0,0,0,12
4,1,0,0,0,0,0,0,13
4,1,0,0,0,0,0,0,14
4,1,0,0,0,0,0,0,15
4,1,0,0,0,0,0,0,16
4,1,0,0,0,0,0,0,17
4,1,0,0,0,0,0,0,18
4,1,0,0,0,0,0,0,19
4,1,0,0,0,0,0,0,20
4,2,0,0,0,0,0,0,1
4,2,0,0,0,0,0,0,2
4,2,0,0,0,0,0,0,3
4,2,0,0,0,0,0,0,4
4,2,0,0,0,0,0,0,5
4,2,0,0,0,0,0,0,6
4,2,0,0,0,0,0,0,7
4,2,0,0,0,0,0,0,8
4,2,0,0,0,0,0,0,9
4,2,0,0,0,0,0,0,10
4,2,0,0,0,0,0,0,11
4,2,0,0,0,0,0,0,12
4,2,0,0,0,0,0,0,13
4,2,0,0,0,0,0,0,14
4,2,0,0,0,0,0,0,15
4,2,0,0,0,0,0,0,16
4,2,0,0,0,0,0,0,17
4,2,0,0,0,0,0,0,18
4,2,0,0,0,0,0,0,19
4,2,0,0,0,0,0,0,20
4,3,0,0,0,0,0,0,1
4,3,0,0,0,0,0,0,2
4,3,0,0,0,0,0,0,3
4,3,0,0,0,0,0,0,4
4,3,0,0,0,0,0,0,5
4,3,0,0,0,0,0,0,6
4,3,0,0,0,0,0,0,7
4,3,0,0,0,0,0,0,8
4,3,0,0,0,0,0,0,9
4,3,0,0,0,0,0,0,10
4,3,0,0,0,0,0,0,11
4,3,0,0,0,0,0,0,12
4,3,0,0,0,0,0,0,13
4,3,0,0,0,0,0,0,14
4,3,0,0,0,0,0,0,15
4,3,0,0,0,0,0,0,16
4,3,0,0,0,0,0,0,17
4,3,0,0,0,0,0,0,18
4,3,0,0,0,0,0,0,19
4,3,0,0,0,0,0,0,20
4,4,0,0,0,0,0,0,1
4,4,0,0,0,0,0,0,2
4,4,0,0,0,0,0,0,3
4,4,0,0,0,0,0,0,4
4,4,0,0,0,0,0,0,5
4,4,0,0,0,0,0,0,6
4,4,0,0,0,0,0,0,7
4,4,0,0,0,0,0,0,8
4,4,0,0,0,0,0,0,9
4,4,0,0,0,0,0,0,10
4,4,0,0,0,0,0,0,11
4,4,0,0,0,0,0,0,12
4,4,0,0,0,0,0,0,13
4,4,0,0,0,0,0,0,14
4,4,0,0,0,0,0,0,15
4,4,0,0,0,0,0,0,16
4,4,0,0,0,0,0,0,17
4,4,0,0,0,0,0,0,18
4,4,0,0,0,0,0,0,19
4,4,0,0,0,0,0,0,20
4,5,0,0,0,0,0,0,1
4,5,0,0,0,0,0,0,2
4,5,0,0,0,0,0,0,3
4,5,0,0,0,0,0,0,4
4,5,0,0,0,0,0,0,5
4,5,0,0,0,0,0,0,6
4,5,0,0,0,0,0,0,7
4,5,0,0,0,0,0,0,8
4,5,0,0,0,0,0,0,9
4,5,0,0,0,0,0,0,10
4,5,0,0,0,0,0,0,11
4,5,0,0,0,0,0,0,12
4,5,0,0,0,0,0,0,13
4,5,0,0,0,0,0,0,14
4,5,0,0,0,0,0,0,15
4,5,0,0,0,0,0,0,16
4,5,0,0,0,0,0,0,17
4,5,0,0,0,0,0,0,18
4,5,0,0,0,0,0,0,19
4,5,0,0,0,0,0,0,20
4,6,0,0,0,0,0,0,1
4,6,0,0,0,0,0,0,2
4,6,0,0,0,0,0,0,3
4,6,0,0,0,0,0,0,4
4,6,0,0,0,0,0,0,5
4,6,0,0,0,0,0,0,6
4,6,0,0,0,0,0,0,7
4,6,0,0,0,0,0,0,8
4,6,0,0,0,0,0,0,9
4,6,0,0,0,0,0,0,10
4,6,0,0,0,0,0,0,11
4,6,0,0,0,0,0,0,12
4,6,0,0,0,0,0,0,13
4,6,0,0,0,0,0,0,14
4,6,0,0,0,0,0,0,15
4,6,0,0,0,0,0,0,16
4,6,0,0,0,0,0,0,17
4,6,0,0,0,0,0,0,18
4,6,0,0,0,0,0,0,19
4,6,0,0,0,0,0,0,20
4,7,0,0,0,0,0,0,1
4,7,0,0,0,0,0,0,2
4,7,0,0,0,0,0,0,3
4,7,0,0,0,0,0,0,4
4,7,0,0,0,0,0,0,5
4,7,0,0,0,0,0,0,6
4,7,0,0,0,0,0,0,7
4,7,0,0,0,0,0,0,8
4,7,0,0,0,0,0,0,9
4,7,0,0,0,0,0,0,10
4,7,0,0,0,0,0,0,11
4,7,0,0,0,0,0,0,12
4,7,0,0,0,0,0,0,13
4,7,0,0,0,0,0,0,14
4,7,0,0,0,0,0,0,15
4,7,0,0,0,0,0,0,16
4,7,0,0,0,0,0,0,17
4,7,0,0,0,0,0,0,18
4,7,0,0,0,0,0,0,19
4,7,0,0,0,0,0,0,20
4,8,0,0,0,0,0,0,1
4,8,0,0,0,0,0,0,2
4,8,0,0,0,0,0,0,3
4,8,0,0,0,0,0,0,4
4,8,0,0,0,0,0,0,5
4,8,0,0,0,0,0,0,6
4,8,0,0,0,0,0,0,7
4,8,0,0,0,0,0,0,8
4,8,0,0,0,0,0,0,9
4,8,0,0,0,0,0,0,10
4,8,0,0,0,0,0,0,11
4,8,0,0,0,0,0,0,12
4,8,0,0,0,0,0,0,13
4,8,0,0,0,0,0,0,14
4,8,0,0,0,0,0,0,15
4,8,0,0,0,0,0,0,16
4,8,0,0,0,0,0,0,17
4,8,0,0,0,0,0,0,18
4,8,0,0,0,0,0,0,19
4,8,0,0,0,0,0,0,20
4,9,0,0,0,0,0,0,1
4,9,0,0,0,0,0,0,2
4,9,0,0,0,0,0,0,3
4,9,0,0,0,0,0,0,4
4,9,0,0,0,0,0,0,5
4,9,0,0,0,0,0,0,6
4,9,0,0,0,0,0,0,7
4,9,0,0,0,0,0,0,8
4,9,0,0,0,0,0,0,9
4,9,0,0,0,0,0,0,10
4,9,0,0,0,0,0,0,11
4,9,0,0,0,0,0,0,12
4,9,0,0,0,0,0,0,13
4,9,0,0,0,0,0,0,14
4,9,0,0,0,0,0,0,15
4,9,0,0,0,0,0,0,16
4,9,0,0,0,0,0,0,17
4,9,0,0,0,0,0,0,18
4,9,0,0,0,0,0,0,19
4,9,0,0,0,0,0,0,20
4,10,0,0,0,0,0,0,1
4,10,0,0,0,0,0,0,2
4,10,0,0,0,0,0,0,3
4,10,0,0,0,0,0,0,4
4,10,0,0,0,0,0,0,5
4,10,0,0,0,0,0,0,6
4,10,0,0,0,0,0,0,7
4,10,0,0,0,0,0,0,8
4,10,0,0,0,0,0,0,9
4,10,0,0,0,0,0,0,10
4,10,0,0,0,0,0,0,11
4,10,0,0,0,0,0,0,12
4,10,0,0,0,0,0,0,13
4,10,0,0,0,0,0,0,14
4,10,0,0,0,0,0,0,15
4,10,0,0,0,0,0,0,16
4,10,0,0,0,0,0,0,17
4,10,0,0,0,0,0,0,18
4,10,0,0,0,0,0,0,19
4,10,0,0,0,0,0,0,20
4,11,0,0,0,0,0,0,1
4,11,0,0,0,0,0,0,2
4,11,0,0,0,0,0,0,3
4,11,0,0,0,0,0,0,4
4,11,0,0,0,0,0,0,5
4,11,0,0,0,0,0,0,6
4,11,0,0,0,0,0,0,7
4,11,0,0,0,0,0,0,8
4,11,0,0,0,0,0,0,9
4,11,0,0,0,0,0,0,10
4,11,0,0,0,0,0,0,11
4,11,0,0,0,0,0,0,12
4,11,0,0,0,0,0,0,13
4,11,0,0,0,0,0,0,14
4,11,0,0,0,0,0,0,15
4,11,0,0,0,0,0,0,16
4,11,0,0,0,0,0,0,17
4,11,0,0,0,0,0,0,18
4,11,0,0,0,0,0,0,19
4,11,0,0,0,0,0,0,20
4,12,0,0,0,0,0,0,1
4,12,0,0,0,0,0,0,2
4,12,0,0,0,0,0,0,3
4,12,0,0,0,0,0,0,4
4,12,0,0,0,0,0,0,5
4,12,0,0,0,0,0,0,6
4,12,0,0,0,0,0,0,7
4,12,0,0,0,0,0,0,8
4,12,0,0,0,0,0,0,9
4,12,0,0,0,0,0,0,10
4,12,0,0,0,0,0,0,11
4,12,0,0,0,0,0,0,12
4,12,0,0,0,0,0,0,13
4,12,0,0,0,0,0,0,14
4,12,0,0,0,0,0,0,15
4,12,0,0,0,0,0,0,16
4,12,0,0,0,0,0,0,17
4,12,0,0,0,0,0,0,18
4,12,0,0,0,0,0,0,19
4,12,0,0,0,0,0,0,20
4,13,0,0,0,0,0,0,1
4,13,0,0,0,0,0,0,2
4,13,0,0,0,0,0,0,3
4,13,0,0,0,0,0,0,4
4,13,0,0,0,0,0,0,5
4,13,0,0,0,0,0,0,6
4,13,0,0,0,0,0,0,7
4,13,0,0,0,0,0,0,8
4,13,0,0,0,0,0,0,9
4,13,0,0,0,0,0,0,10
4,13,0,0,0,0,0,0,11
4,13,0,0,0,0,0,0,12
4,13,0,0,0,0,0,0,13
4,13,0,0,0,0,0,0,14
4,13,0,0,0,0,0,0,15
4,13,0,0,0,0,0,0,16
4,13,0,0,0,0,0,0,17
4,13,0,0,0,0,0,0,18
4,13,0,0,0,0,0,0,19
4,13,0,0,0,0,0,0,20
4,14,0,0,0,0,0,0,1
4,14,0,0,0,0,0,0,2
4,14,0,0,0,0,0,0,3
4,14,0,0,0,0,0,0,4
4,14,0,0,0,0,0,0,5
4,14,0,0,0,0,0,0,6
4,14,0,0,0,0,0,0,7
4,14,0,0,0,0,0,0,8
4,14,0,0,0,0,0,0,9
4,14,0,0,0,0,0,0,10
4,14,0,0,0,0,0,0,11
4,14,0,0,0,0,0,0,12
4,14,0,0,0,0,0,0,13
4,14,0,0,0,0,0,0,14
4,14,0,0,0,0,0,0,15
4,14,0,0,0,0,0,0,16
4,14,0,0,0,0,0,0,17
4,14,0,0,0,0,0,0,18
4,14,0,0,0,0,0,0,19
4,14,0,0,0,0,0,0,20
4,15,0,0,0,0,0,0,1
4,15,0,0,0,0,0,0,2
4,15,0,0,0,0,0,0,3
4,15,0,0,0,0,0,0,4
4,15,0,0,0,0,0,0,5
4,15,0,0,0,0,0,0,6
4,15,0,0,0,0,0,0,7
4,15,0,0,0,0,0,0,8
4,15,0,0,0,0,0,0,9
4,15,0,0,0,0,0,0,10
4,15,0,0,0,0,0,0,11
4,15,0,0,0,0,0,0,12
4,15,0,0,0,0,0,0,13
4,15,0,0,0,0,0,0,14
4,15,0,0,0,0,0,0,15
4,15,0,0,0,0,0,0,16
4,15,0,0,0,0,0,0,17
4,15,0,0,0,0,0,0,18
4,15,0,0,0,0,0,0,19
4,15,0,0,0,0,0,0,20
4,16,0,0,0,0,0,0,1
4,16,0,0,0,0,0,0,2
4,16,0,0,0,0,0,0,3
4,16,0,0,0,0,0,0,4
4,16,0,0,0,0,0,0,5
4,16,0,0,0,0,0,0,6
4,16,0,0,0,0,0,0,7
4,16,0,0,0,0,0,0,8
4,16,0,0,0,0,0,0,9
4,16,0,0,0,0,0,0,10
4,16,0,0,0,0,0,0,11
4,16,0,0,0,0,0,0,12
4,16,0,0,0,0,0,0,13
4,16,0,0,0,0,0,0,14
4,16,0,0,0,0,0,0,15
4,16,0,0,0,0,0,0,16
4,16,0,0,0,0,0,0,17
4,16,0,0,0,0,0,0,18
4,16,0,0,0,0,0,0,19
4,16,0,0,0,0,0,0,20
4,17,0,0,0,0,0,0,1
4,17,0,0,0,0,0,0,2
4,17,0,0,0,0,0,0,3
4,17,0,0,0,0,0,0,4
4,17,0,0,0,0,0,0,5
4,17,0,0,0,0,0,0,6
4,17,0,0,0,0,0,0,7
4,17,0,0,0,0,0,0,8
4,17,0,0,0,0,0,0,9
4,17,0,0,0,0,0,0,10
4,17,0,0,0,0,0,0,11
4,17,0,0,0,0,0,0,12
4,17,0,0,0,0,0,0,13
4,17,0,0,0,0,0,0,14
4,17,0,0,0,0,0,0,15
4,17,0,0,0,0,0,0,16
4,17,0,0,0,0,0,0,17
4,17,0,0,0,0,0,0,18
4,17,0,0,0,0,0,0,19
4,17,0,0,0,0,0,0,20
4,18,0,0,0,0,0,0,1
4,18,0,0,0,0,0,0,2
4,18,0,0,0,0,0,0,3
4,18,0,0,0,0,0,0,4
4,18,0,0,0,0,0,0,5
4,18,0,0,0,0,0,0,6
4,18,0,0,0,0,0,0,7
4,18,0,0,0,0,0,0,8
4,18,0,0,0,0,0,0,9
4,18,0,0,0,0,0,0,10
4,18,0,0,0,0,0,0,11
